,Brand,Model,Year,Fuel,KM driven,Price
3110,Maruti,Dzire,2019,Petrol,"19,015 km","₹6,53,799"
3111,Hyundai,Grand,2015,Petrol,"80,058 km","₹3,87,099"
3112,Ford,Ecosport,2020,Diesel,"7,261 km","₹10,11,099"
3113,Hyundai,Grand,2016,Petrol,"6,353 km","₹4,51,699"
3114,Hyundai,Creta,2017,Diesel,"97,226 km","₹11,28,199"
3115,Maruti,Baleno,2016,Petrol,"26,581 km","₹5,91,099"
3116,Honda,Jazz,2017,Petrol,"48,106 km","₹6,06,299"
3117,Volkswagen,Polo,2012,Diesel,"67,595 km","₹2,58,399"
3118,Maruti,A,2009,Petrol,"94,540 km","₹1,86,799"
3119,Honda,City,2011,Petrol,"1,01,973 km","₹3,06,899"
3120,Tata,Tiago,2018,Petrol,"12,651 km","₹3,77,899"
3121,KIA,SELTOS,2020,Petrol,"22,656 km","₹11,95,699"
3122,Volkswagen,Ameo,2016,Petrol,"52,783 km","₹4,56,499"
3123,Skoda,Octavia,2015,Petrol,"93,768 km","₹8,03,499"
3124,Maruti,Ciaz,2015,Diesel,"1,25,499 km","₹5,89,299"
3125,Volkswagen,Ameo,2016,Petrol,"39,132 km","₹4,74,499"
3126,Volkswagen,Ameo,2016,Petrol,"32,750 km","₹4,73,299"
3127,Maruti,Celerio,2016,Diesel,"84,347 km","₹3,82,899"
3128,Hyundai,i20,2016,Petrol,"20,933 km","₹5,70,599"
3129,Hyundai,Xcent,2017,Petrol,"45,922 km","₹4,62,099"
3130,Hyundai,Xcent,2017,Petrol,"31,123 km","₹4,48,199"
3131,Maruti,Swift,2015,Diesel,"1,11,167 km","₹5,00,099"
3132,Maruti,Swift,2016,Petrol,"85,566 km","₹5,30,899"
3133,Maruti,Celerio,2015,Petrol,"22,159 km","₹3,62,299"
3134,Maruti,Vitara,2016,Diesel,"96,919 km","₹6,72,399"
3135,Toyota,Innova,2015,Diesel,"89,358 km","₹9,05,099"
3136,Maruti,Swift,2014,Diesel,"89,794 km","₹4,65,699"
3137,Hyundai,Verna,2019,Petrol,"11,728 km","₹8,93,199"
3138,Maruti,Ciaz,2018,Diesel,"50,685 km","₹7,72,199"
3139,Maruti,Swift,2018,Petrol,"23,649 km","₹6,18,799"
3140,Maruti,Alto,2015,Petrol,"12,341 km","₹3,11,499"
3141,Maruti,S,2018,Diesel,"28,912 km","₹9,28,799"
3142,Tata,Tiago,2018,Petrol,"25,032 km","₹4,51,199"
3143,Maruti,S,2018,Diesel,"19,001 km","₹8,14,699"
3144,Maruti,Vitara,2017,Diesel,"74,197 km","₹6,52,299"
3145,Hyundai,Verna,2016,Petrol,"6,319 km","₹5,20,599"
3146,Honda,WR-V,2018,Diesel,"37,639 km","₹7,56,599"
3147,Ford,Ecosport,2018,Petrol,"14,838 km","₹7,01,499"
3148,Maruti,Vitara,2017,Diesel,"38,464 km","₹7,32,399"
3149,Maruti,Baleno,2018,Petrol,"19,481 km","₹6,34,199"
3150,Maruti,Alto,2017,Petrol,"15,575 km","₹3,13,799"
3151,Maruti,IGNIS,2018,Petrol,"11,321 km","₹5,69,499"
3152,Hyundai,Elite,2015,Diesel,"1,04,937 km","₹4,71,499"
3153,Ford,Ecosport,2018,Petrol,"29,751 km","₹8,34,499"
3154,Maruti,Celerio,2019,Petrol,"6,559 km","₹5,11,199"
3155,Hyundai,Creta,2015,Diesel,"1,02,938 km","₹7,74,299"
3156,Honda,City,2015,Petrol,"38,714 km","₹5,52,299"
3157,Maruti,S,2020,Petrol,"8,651 km","₹4,32,499"
3158,Hyundai,Elite,2014,Petrol,"80,954 km","₹5,16,499"
3159,Maruti,Vitara,2018,Diesel,"35,579 km","₹9,43,499"
3160,Honda,Brio,2016,Petrol,"15,805 km","₹4,00,799"
3161,Honda,Amaze,2013,Petrol,"15,271 km","₹4,14,599"
3162,Tata,Hexa,2017,Diesel,"99,380 km","₹8,98,299"
3163,Hyundai,Creta,2016,Petrol,"14,897 km","₹9,89,499"
3164,Maruti,Celerio,2014,Petrol,"64,208 km","₹3,84,899"
3165,Hyundai,Elite,2016,Petrol,"22,594 km","₹5,10,299"
3166,Maruti,Dzire,2017,Petrol,"1,16,512 km","₹5,75,499"
3167,Hyundai,Grand,2016,Petrol,"33,565 km","₹4,14,099"
3168,Ford,Ecosport,2016,Petrol,"23,304 km","₹6,21,299"
3169,Hyundai,Eon,2014,Petrol,"63,171 km","₹2,40,399"
3170,Honda,Jazz,2011,Petrol,"1,21,543 km","₹2,52,399"
3171,Maruti,Celerio,2014,Petrol,"15,647 km","₹3,70,399"
3172,Hyundai,Elite,2016,Petrol,"28,761 km","₹5,07,999"
3173,Tata,Tiago,2017,Petrol,"26,102 km","₹4,63,199"
3174,Hyundai,Eon,2013,Petrol,"13,809 km","₹2,19,699"
3175,Maruti,Ritz,2013,Petrol,"21,445 km","₹3,23,899"
3176,Maruti,Swift,2015,Petrol,"62,081 km","₹4,41,199"
3177,Ford,Ecosport,2018,Petrol,"8,925 km","₹7,39,699"
3178,Maruti,Wagon,2015,Petrol,"57,492 km","₹3,28,999"
3179,Maruti,Swift,2015,Petrol,"44,747 km","₹4,27,899"
3180,Maruti,Baleno,2017,Petrol,"10,530 km","₹6,22,199"
3181,Maruti,Wagon,2017,Petrol,"33,826 km","₹4,05,399"
3182,Hyundai,Creta,2017,Diesel,"79,362 km","₹11,03,399"
3183,Maruti,Vitara,2019,Diesel,"42,680 km","₹8,04,599"
3184,Tata,Nano,2017,Petrol,"41,959 km","₹2,25,799"
3185,Maruti,Celerio,2017,Petrol,"10,142 km","₹4,09,799"
3186,Hyundai,i20,2010,Petrol + CNG,"87,846 km","₹1,63,299"
3187,Tata,Tiago,2017,Petrol,"16,358 km","₹3,97,099"
3188,Maruti,Ertiga,2015,Diesel,"49,628 km","₹6,45,499"
3189,Maruti,Swift,2012,Petrol,"78,889 km","₹3,78,499"
3190,Maruti,Ertiga,2016,Diesel,"78,094 km","₹7,63,199"
3191,Honda,Mobilio,2014,Diesel,"24,169 km","₹5,00,099"
3192,Datsun,Redi,2017,Petrol,"17,774 km","₹2,56,799"
3193,Maruti,Dzire,2017,Petrol,"37,024 km","₹5,62,099"
3194,Maruti,Swift,2013,Petrol,"39,859 km","₹4,16,299"
3195,Honda,Amaze,2014,Diesel,"57,348 km","₹3,96,899"
3196,Maruti,Swift,2016,Petrol,"39,608 km","₹4,11,099"
3197,Ford,Ecosport,2016,Diesel,"51,849 km","₹6,12,399"
3198,Ford,Ecosport,2014,Petrol,"44,165 km","₹4,66,999"
3199,Hyundai,Elite,2017,Petrol,"40,991 km","₹5,25,999"
3200,Maruti,Ertiga,2017,Diesel,"62,533 km","₹8,22,399"
3201,Maruti,New,2020,Petrol + CNG,"9,595 km","₹5,89,399"
3202,Tata,Hexa,2018,Diesel,"39,905 km","₹13,55,199"
3203,Ford,Ecosport,2016,Diesel,"86,474 km","₹5,94,399"
3204,Maruti,Alto,2015,Petrol + CNG,"61,386 km","₹2,36,499"
3205,Hyundai,Creta,2018,Petrol,"15,061 km","₹10,19,299"
3206,Maruti,IGNIS,2018,Petrol,"12,811 km","₹4,41,499"
3207,Hyundai,Creta,2017,Petrol,"31,602 km","₹10,61,399"
3208,Hyundai,GRAND,2019,Petrol,"13,922 km","₹6,50,999"
3209,Hyundai,GRAND,2019,Petrol,"2,047 km","₹7,09,599"
3210,Hyundai,Eon,2018,Petrol,"5,701 km","₹3,63,999"
3211,Maruti,Baleno,2017,Petrol + CNG,"60,665 km","₹5,32,299"
3212,Toyota,Camry,2009,Petrol,"99,864 km","₹3,07,299"
3213,Maruti,Dzire,2017,Petrol,"19,822 km","₹6,28,699"
3214,Maruti,Dzire,2017,Diesel,"15,738 km","₹6,71,699"
3215,Ford,Figo,2018,Diesel,"47,965 km","₹5,16,399"
3216,Hyundai,Elite,2017,Petrol,"11,375 km","₹6,37,399"
3217,Hyundai,Creta,2016,Petrol,"39,036 km","₹9,44,399"
3218,KIA,SELTOS,2020,Diesel,"20,305 km","₹15,57,599"
3219,Hyundai,Creta,2018,Diesel,"48,945 km","₹9,09,099"
3220,Maruti,Swift,2016,Diesel,"82,420 km","₹5,34,399"
3221,Hyundai,Elite,2017,Petrol,"32,251 km","₹6,10,899"
3222,Hyundai,VENUE,2020,Petrol,547 km,"₹8,26,399"
3223,Maruti,Alto,2016,Petrol,"16,709 km","₹2,66,799"
3224,Mahindra,Kuv100,2016,Petrol,"44,486 km","₹3,90,799"
3225,Hyundai,Creta,2018,Diesel,"42,360 km","₹13,07,499"
3226,Maruti,Alto,2017,Petrol,"16,069 km","₹3,07,599"
3227,Ford,Ecosport,2014,Petrol,"39,985 km","₹5,67,399"
3228,Maruti,Celerio,2018,Petrol,"15,478 km","₹4,72,699"
3229,Hyundai,Creta,2015,Diesel,"1,10,584 km","₹9,07,699"
3230,Volkswagen,Ameo,2016,Petrol,"31,192 km","₹5,26,499"
3231,MG,HECTOR,2020,Petrol,"8,149 km","₹16,99,799"
3232,Hyundai,Xcent,2014,Petrol,"56,864 km","₹3,97,799"
3233,Hyundai,i20,2017,Petrol,"57,900 km","₹5,82,699"
3234,Hyundai,Elite,2014,Petrol,"43,096 km","₹5,12,599"
3235,Maruti,Vitara,2016,Diesel,"97,103 km","₹7,73,199"
3236,Maruti,Vitara,2018,Diesel,"36,894 km","₹8,24,199"
3237,Honda,WR-V,2017,Petrol,"1,00,164 km","₹6,92,499"
3238,Hyundai,i20,2016,Diesel,"82,548 km","₹5,96,399"
3239,Honda,WR-V,2017,Petrol,"37,871 km","₹7,23,799"
3240,Honda,Brio,2015,Petrol,"30,487 km","₹3,82,699"
3241,Honda,WR-V,2017,Diesel,"53,017 km","₹7,61,999"
3242,Maruti,Dzire,2017,Diesel,"1,07,185 km","₹6,74,399"
3243,Hyundai,VENUE,2019,Diesel,"11,482 km","₹9,11,699"
3244,Hyundai,Creta,2016,Petrol,"36,863 km","₹8,76,399"
3245,Hyundai,VENUE,2019,Diesel,"23,558 km","₹9,94,699"
3246,Maruti,Dzire,2017,Petrol,"92,719 km","₹7,17,899"
3247,Maruti,Dzire,2017,Diesel,"40,204 km","₹7,30,399"
3248,Hyundai,Elite,2016,Petrol,"45,362 km","₹5,60,499"
3249,Maruti,Celerio,2014,Petrol,"24,317 km","₹3,83,299"
3250,Maruti,Baleno,2016,Petrol,"50,022 km","₹5,12,799"
3251,Hyundai,Elite,2017,Petrol,"11,371 km","₹5,39,199"
3252,Maruti,S,2017,Diesel,"32,479 km","₹7,16,799"
3253,KIA,SELTOS,2019,Petrol,"14,320 km","₹17,28,499"
3254,KIA,SELTOS,2019,Petrol,"5,348 km","₹18,49,799"
3255,Volkswagen,Vento,2015,Petrol,"62,093 km","₹5,46,399"
3256,Hyundai,Elite,2018,Petrol,"21,666 km","₹5,83,399"
3257,Maruti,S,2017,Diesel,"43,867 km","₹7,38,799"
3258,Maruti,Swift,2019,Petrol,"4,888 km","₹7,03,499"
3259,Maruti,Ertiga,2017,Diesel,"46,339 km","₹7,70,599"
3260,Maruti,IGNIS,2017,Petrol,"12,099 km","₹4,76,599"
3261,KIA,SELTOS,2019,Petrol,"12,046 km","₹17,78,199"
3262,Maruti,Swift,2020,Petrol,"16,286 km","₹6,15,399"
3263,Hyundai,Elite,2019,Petrol,"1,898 km","₹7,34,399"
3264,Volkswagen,Polo,2017,Petrol,"12,773 km","₹7,47,099"
3265,MG,HECTOR,2019,Petrol,"2,978 km","₹18,63,999"
3266,Toyota,Camry,2017,Petrol,"69,593 km","₹18,77,199"
3267,Maruti,S,2017,Diesel,"67,396 km","₹7,98,899"
3268,Hyundai,Verna,2018,Petrol,"24,240 km","₹10,47,399"
3269,Hyundai,Verna,2018,Petrol,"16,869 km","₹10,53,199"
3270,Maruti,Baleno,2018,Petrol,"29,701 km","₹5,63,699"
3271,Maruti,Alto,2019,Petrol,"21,494 km","₹3,52,199"
3272,Maruti,Dzire,2018,Petrol,"15,755 km","₹6,62,399"
3273,Ford,Ecosport,2018,Petrol,"12,961 km","₹8,27,299"
3274,Maruti,Baleno,2016,Petrol,"42,062 km","₹6,31,899"
3275,Volkswagen,Polo,2016,Petrol,"48,730 km","₹5,97,099"
3276,Maruti,Baleno,2019,Petrol,"15,112 km","₹6,47,599"
3277,Honda,WR-V,2018,Petrol,"17,699 km","₹7,76,199"
3278,Hyundai,Verna,2018,Petrol,"12,584 km","₹11,23,999"
3279,Ford,Ecosport,2019,Petrol,"17,463 km","₹8,95,299"
3280,Maruti,Baleno,2017,Petrol,"12,840 km","₹6,04,399"
3281,Honda,WR-V,2018,Petrol,"16,631 km","₹8,50,899"
3282,Maruti,IGNIS,2019,Petrol,"13,058 km","₹5,53,499"
3283,Hyundai,Grand,2016,Petrol,"32,812 km","₹4,33,799"
3284,Maruti,Vitara,2019,Diesel,"21,250 km","₹9,00,899"
3285,Ford,Ecosport,2018,Petrol,"11,860 km","₹8,87,999"
3286,Hyundai,Grand,2019,Petrol,"4,031 km","₹5,26,999"
3287,Maruti,Baleno,2017,Petrol,"31,950 km","₹6,28,799"
3288,Maruti,Vitara,2020,Petrol,"23,940 km","₹9,11,499"
3289,Toyota,Corolla,2016,Petrol,"90,835 km","₹10,78,499"
3290,Maruti,Alto,2018,Petrol,"58,970 km","₹3,27,999"
3291,Maruti,Dzire,2018,Petrol,"6,778 km","₹6,89,599"
3292,Maruti,Swift,2014,Petrol,"30,601 km","₹4,49,699"
3293,Hyundai,VENUE,2020,Petrol,"21,526 km","₹11,60,199"
3294,Maruti,Wagon,2018,Petrol,"35,242 km","₹4,50,199"
3295,Maruti,Alto,2017,Petrol,"55,116 km","₹3,21,699"
3296,Maruti,Swift,2013,Petrol,"42,182 km","₹4,41,799"
3297,Maruti,Vitara,2019,Diesel,"27,771 km","₹9,45,499"
3298,Maruti,Baleno,2017,Petrol,"36,120 km","₹7,02,799"
3299,Maruti,Dzire,2018,Diesel,"26,367 km","₹7,82,999"
3300,Hyundai,Grand,2018,Petrol,"16,228 km","₹5,50,199"
3301,Honda,Jazz,2018,Petrol,"23,178 km","₹6,63,499"
3302,Maruti,Celerio,2018,Petrol,"43,901 km","₹4,51,699"
3303,Maruti,Vitara,2018,Diesel,"20,210 km","₹8,70,499"
3304,Hyundai,i20,2012,Petrol,"37,982 km","₹3,67,499"
3305,Maruti,Alto,2014,Petrol,"22,626 km","₹2,48,899"
3306,Ford,Ecosport,2019,Petrol,"10,102 km","₹9,77,199"
3307,Maruti,Baleno,2019,Petrol,"4,333 km","₹7,50,299"
3308,Hyundai,Grand,2016,Petrol,"15,650 km","₹4,78,599"
3309,Jeep,Compass,2018,Petrol,"13,908 km","₹17,16,699"
3310,MG,HECTOR,2020,Petrol,"8,681 km","₹17,75,099"
3311,Maruti,Dzire,2019,Diesel,"34,404 km","₹8,33,899"
3312,Hyundai,Grand,2016,Petrol,"11,819 km","₹5,10,899"
3313,Jeep,Compass,2018,Petrol,"25,460 km","₹15,76,699"
3314,Maruti,S,2021,Petrol,470 km,"₹4,69,899"
3315,Maruti,Alto,2015,Petrol,"6,248 km","₹2,91,999"
3316,Hyundai,Grand,2015,Petrol,"10,267 km","₹4,74,799"
3317,Maruti,Alto,2018,Petrol,"8,465 km","₹3,20,799"
3318,Maruti,Alto,2018,Petrol,"28,494 km","₹3,29,499"
3319,Toyota,Etios,2011,Petrol,"47,256 km","₹3,08,599"
3320,Hyundai,Creta,2016,Petrol,"43,682 km","₹7,95,399"
3321,Hyundai,Elite,2015,Diesel,"32,895 km","₹6,09,199"
3322,Hyundai,Creta,2016,Petrol,"53,826 km","₹8,23,699"
3323,Maruti,Swift,2013,Petrol,"36,351 km","₹3,97,799"
3324,Maruti,Alto,2015,Petrol,"24,518 km","₹2,65,799"
3325,Maruti,New,2020,Petrol,996 km,"₹6,17,599"
3326,Hyundai,i20,2017,Petrol,"12,910 km","₹6,20,799"
3327,Hyundai,Creta,2019,Diesel,"12,012 km","₹15,03,699"
3328,Maruti,Swift,2013,Diesel,"72,893 km","₹5,60,099"
3329,Maruti,Alto,2016,Petrol,"4,810 km","₹3,46,199"
3330,Hyundai,i10,2014,Petrol,"10,411 km","₹3,00,299"
3331,Maruti,Celerio,2017,Petrol,"66,663 km","₹4,22,899"
3332,Honda,City,2018,Petrol,"18,363 km","₹10,50,299"
3333,Maruti,Ciaz,2018,Petrol,"14,122 km","₹7,12,699"
3334,Hyundai,Elite,2016,Petrol,"69,615 km","₹5,34,799"
3335,Maruti,Alto,2017,Petrol,"13,739 km","₹3,62,299"
3336,Hyundai,Eon,2017,Petrol,"1,140 km","₹3,46,999"
3337,Ford,Ecosport,2017,Diesel,"66,188 km","₹6,46,099"
3338,Hyundai,i20,2013,Diesel,"72,869 km","₹3,94,499"
3339,Renault,Kwid,2018,Petrol,"4,966 km","₹3,83,599"
3340,Maruti,Vitara,2017,Diesel,"46,603 km","₹8,49,099"
3341,Ford,Ecosport,2018,Diesel,"40,157 km","₹8,59,499"
3342,Toyota,Glanza,2019,Petrol,"2,407 km","₹8,41,299"
3343,Hyundai,VENUE,2019,Petrol,"12,231 km","₹10,58,399"
3344,Maruti,S,2020,Petrol,"6,794 km","₹4,56,099"
3345,Maruti,Vitara,2018,Diesel,"43,494 km","₹8,27,399"
3346,Maruti,Vitara,2018,Diesel,"26,395 km","₹8,44,799"
3347,Honda,Amaze,2014,Petrol,"78,312 km","₹4,61,699"
3348,Hyundai,Creta,2017,Diesel,"1,18,008 km","₹8,56,799"
3349,Hyundai,Grand,2016,Petrol,"26,904 km","₹4,63,199"
3350,Mahindra,TUV300,2018,Diesel,"29,735 km","₹7,77,599"
3351,Maruti,Vitara,2017,Diesel,"47,948 km","₹7,14,899"
3352,Hyundai,Grand,2014,Petrol,"19,399 km","₹3,87,099"
3353,Mahindra,Bolero,2020,Diesel,"15,137 km","₹8,85,188"
3354,Skoda,Rapid,2020,Petrol,"6,981 km","₹9,01,299"
3355,Renault,Kwid,2017,Petrol,"31,147 km","₹3,03,199"
3356,Maruti,Swift,2015,Petrol,"95,918 km","₹4,22,999"
3357,Maruti,Dzire,2017,Petrol,"38,194 km","₹6,47,999"
3358,Maruti,Ciaz,2016,Petrol,"30,032 km","₹5,59,699"
3359,Tata,Harrier,2019,Diesel,"22,757 km","₹14,96,999"
3360,Hyundai,Xcent,2014,Petrol,"41,980 km","₹4,20,699"
3361,Hyundai,VENUE,2020,Petrol,"4,489 km","₹9,52,499"
3362,Maruti,Swift,2018,Petrol,"8,339 km","₹5,86,999"
3363,Hyundai,Creta,2017,Diesel,"52,753 km","₹11,06,599"
3364,Maruti,Ciaz,2018,Petrol,"31,002 km","₹8,08,499"
3365,Maruti,Vitara,2017,Diesel,"46,304 km","₹6,70,499"
3366,Honda,Amaze,2019,Diesel,"23,810 km","₹7,75,499"
3367,Hyundai,i20,2016,Petrol,"18,494 km","₹6,04,199"
3368,Hyundai,VENUE,2019,Petrol,"26,448 km","₹10,81,099"
3369,Maruti,Ertiga,2019,Diesel,"31,584 km","₹8,57,499"
3370,Maruti,Vitara,2018,Diesel,"59,639 km","₹8,49,099"
3371,Maruti,New,2019,Petrol,"26,538 km","₹5,23,899"
3372,Honda,Jazz,2012,Petrol,"65,710 km","₹3,23,899"
3373,Ford,Ecosport,2015,Petrol,"27,468 km","₹5,23,499"
3374,Hyundai,Grand,2016,Petrol,"53,881 km","₹4,08,799"
3375,Ford,Ecosport,2018,Petrol,"12,488 km","₹7,49,699"
3376,Maruti,Ciaz,2018,Diesel,"15,511 km","₹8,98,799"
3377,Hyundai,Grand,2016,Petrol,"29,826 km","₹4,19,999"
3378,Maruti,Dzire,2020,Petrol,"3,000 km","₹7,58,599"
3379,Maruti,Celerio,2015,Petrol,"21,306 km","₹3,78,199"
3380,Hyundai,Grand,2017,Petrol,"8,592 km","₹5,04,199"
3381,Honda,Brio,2013,Petrol,"56,857 km","₹3,42,199"
3382,Maruti,Vitara,2018,Diesel,"35,944 km","₹9,46,499"
3383,Ford,Figo,2014,Diesel,"43,237 km","₹3,03,999"
3384,Maruti,Swift,2012,Petrol,"49,478 km","₹3,64,099"
3385,Hyundai,Xcent,2014,Petrol,"35,256 km","₹3,81,699"
3386,Datsun,Redi,2016,Petrol,"48,135 km","₹2,32,599"
3387,Hyundai,Xcent,2017,Petrol + CNG,"24,262 km","₹4,97,599"
3388,Maruti,Wagon,2014,Petrol + CNG,"59,494 km","₹3,24,999"
3389,Maruti,Swift,2016,Diesel,"64,120 km","₹5,80,099"
3390,Hyundai,i10,2011,Petrol,"23,073 km","₹2,28,699"
3391,Datsun,Redi,2018,Petrol,"4,190 km","₹2,66,799"
3392,Tata,Hexa,2018,Diesel,"29,404 km","₹11,22,599"
3393,Volkswagen,Polo,2018,Petrol,"43,686 km","₹5,06,499"
3394,Maruti,Swift,2013,Diesel,"35,212 km","₹4,14,199"
3395,Maruti,New,2019,Petrol,"3,555 km","₹5,21,899"
3396,Toyota,Innova,2017,Diesel,"44,371 km","₹15,45,899"
3397,Maruti,Wagon,2016,Petrol,"19,759 km","₹4,13,399"
3398,Ford,Ecosport,2015,Diesel,"62,314 km","₹5,41,699"
3399,Honda,City,2017,Petrol,"44,106 km","₹9,11,099"
3400,Hyundai,i20,2013,Petrol,"22,785 km","₹3,73,999"
3401,Hyundai,Creta,2016,Petrol,"39,104 km","₹10,56,399"
3402,Maruti,Ertiga,2020,Petrol + CNG,"32,402 km","₹10,30,799"
3403,Maruti,Celerio,2017,Petrol + CNG,"25,109 km","₹4,29,399"
3404,Hyundai,Verna,2018,Diesel,"12,729 km","₹10,84,299"
3405,Honda,Amaze,2018,Petrol,"14,604 km","₹6,40,799"
3406,Maruti,Swift,2020,Petrol,"1,550 km","₹6,27,799"
3407,Hyundai,Elite,2017,Diesel,"68,595 km","₹5,92,399"
3408,Maruti,Swift,2018,Diesel,"5,284 km","₹6,50,399"
3409,Maruti,Alto,2017,Petrol + CNG,"1,519 km","₹3,57,699"
3410,Maruti,Baleno,2017,Petrol,"48,530 km","₹5,33,999"
3411,Maruti,Swift,2019,Diesel,"19,590 km","₹7,03,799"
3412,Renault,Kwid,2019,Petrol,"10,737 km","₹3,90,599"
3413,Ford,Ecosport,2019,Diesel,"17,152 km","₹9,26,299"
3414,Hyundai,Grand,2014,Petrol,"52,072 km","₹4,02,899"
3415,Renault,Kwid,2019,Petrol,"7,547 km","₹4,83,599"
3416,Toyota,Camry,2009,Petrol,"99,864 km","₹3,07,299"
3417,Maruti,Dzire,2017,Petrol,"19,822 km","₹6,28,699"
3418,Maruti,Dzire,2017,Diesel,"15,738 km","₹6,71,699"
3419,Ford,Figo,2018,Diesel,"47,965 km","₹5,16,399"
3420,Hyundai,Elite,2017,Petrol,"11,375 km","₹6,37,399"
3421,Hyundai,Creta,2016,Petrol,"39,036 km","₹9,44,399"
3422,KIA,SELTOS,2020,Diesel,"20,305 km","₹15,57,599"
3423,Hyundai,Creta,2018,Diesel,"48,945 km","₹9,09,099"
3424,Maruti,Swift,2016,Diesel,"82,420 km","₹5,34,399"
3425,Hyundai,Elite,2017,Petrol,"32,251 km","₹6,10,899"
3426,Hyundai,VENUE,2020,Petrol,547 km,"₹8,26,399"
3427,Maruti,Alto,2016,Petrol,"16,709 km","₹2,66,799"
3428,Mahindra,Kuv100,2016,Petrol,"44,486 km","₹3,90,799"
3429,Hyundai,Creta,2018,Diesel,"42,360 km","₹13,07,499"
3430,Maruti,Alto,2017,Petrol,"16,069 km","₹3,07,599"
3431,Ford,Ecosport,2014,Petrol,"39,985 km","₹5,67,399"
3432,Maruti,Celerio,2018,Petrol,"15,478 km","₹4,72,699"
3433,Hyundai,Creta,2015,Diesel,"1,10,584 km","₹9,07,699"
3434,Volkswagen,Ameo,2016,Petrol,"31,192 km","₹5,26,499"
3435,MG,HECTOR,2020,Petrol,"8,149 km","₹16,99,799"
3436,Hyundai,Xcent,2014,Petrol,"56,864 km","₹3,97,799"
3437,Hyundai,i20,2017,Petrol,"57,900 km","₹5,82,699"
3438,Hyundai,Elite,2014,Petrol,"43,096 km","₹5,12,599"
3439,Maruti,Vitara,2016,Diesel,"97,103 km","₹7,73,199"
3440,Maruti,Vitara,2018,Diesel,"36,894 km","₹8,24,199"
3441,Honda,WR-V,2017,Petrol,"1,00,164 km","₹6,92,499"
3442,Hyundai,i20,2016,Diesel,"82,548 km","₹5,96,399"
3443,Honda,WR-V,2017,Petrol,"37,871 km","₹7,23,799"
3444,Honda,Brio,2015,Petrol,"30,487 km","₹3,82,699"
3445,Honda,WR-V,2017,Diesel,"53,017 km","₹7,61,999"
3446,Maruti,Dzire,2017,Diesel,"1,07,185 km","₹6,74,399"
3447,Hyundai,VENUE,2019,Diesel,"11,482 km","₹9,11,699"
3448,Hyundai,Creta,2016,Petrol,"36,863 km","₹8,76,399"
3449,Hyundai,VENUE,2019,Diesel,"23,558 km","₹9,94,699"
3450,Maruti,Dzire,2017,Petrol,"92,719 km","₹7,17,899"
3451,Maruti,Dzire,2017,Diesel,"40,204 km","₹7,30,399"
3452,Hyundai,Elite,2016,Petrol,"45,362 km","₹5,60,499"
3453,Maruti,Celerio,2014,Petrol,"24,317 km","₹3,83,299"
3454,Maruti,Baleno,2016,Petrol,"50,022 km","₹5,12,799"
3455,Hyundai,Elite,2017,Petrol,"11,371 km","₹5,39,199"
3456,Maruti,S,2017,Diesel,"32,479 km","₹7,16,799"
3457,KIA,SELTOS,2019,Petrol,"14,320 km","₹17,28,499"
3458,KIA,SELTOS,2019,Petrol,"5,348 km","₹18,49,799"
3459,Volkswagen,Vento,2015,Petrol,"62,093 km","₹5,46,399"
3460,Hyundai,Elite,2018,Petrol,"21,666 km","₹5,83,399"
3461,Maruti,S,2017,Diesel,"43,867 km","₹7,38,799"
3462,Maruti,Swift,2019,Petrol,"4,888 km","₹7,03,499"
3463,Maruti,Ertiga,2017,Diesel,"46,339 km","₹7,70,599"
3464,Maruti,IGNIS,2017,Petrol,"12,099 km","₹4,76,599"
3465,KIA,SELTOS,2019,Petrol,"12,046 km","₹17,78,199"
3466,Maruti,Swift,2020,Petrol,"16,286 km","₹6,15,399"
3467,Hyundai,Elite,2019,Petrol,"1,898 km","₹7,34,399"
3468,Volkswagen,Polo,2017,Petrol,"12,773 km","₹7,47,099"
3469,MG,HECTOR,2019,Petrol,"2,978 km","₹18,63,999"
3470,Toyota,Camry,2017,Petrol,"69,593 km","₹18,77,199"
3471,Maruti,S,2017,Diesel,"67,396 km","₹7,98,899"
3472,Hyundai,Verna,2018,Petrol,"24,240 km","₹10,47,399"
3473,Hyundai,Verna,2018,Petrol,"16,869 km","₹10,53,199"
3474,Maruti,Baleno,2018,Petrol,"29,701 km","₹5,63,699"
3475,Maruti,Alto,2019,Petrol,"21,494 km","₹3,52,199"
3476,Maruti,Dzire,2018,Petrol,"15,755 km","₹6,62,399"
3477,Ford,Ecosport,2018,Petrol,"12,961 km","₹8,27,299"
3478,Maruti,Baleno,2016,Petrol,"42,062 km","₹6,31,899"
3479,Volkswagen,Polo,2016,Petrol,"48,730 km","₹5,97,099"
3480,Maruti,Baleno,2019,Petrol,"15,112 km","₹6,47,599"
3481,Honda,WR-V,2018,Petrol,"17,699 km","₹7,76,199"
3482,Hyundai,Verna,2018,Petrol,"12,584 km","₹11,23,999"
3483,Ford,Ecosport,2019,Petrol,"17,463 km","₹8,95,299"
3484,Maruti,Baleno,2017,Petrol,"12,840 km","₹6,04,399"
3485,Honda,WR-V,2018,Petrol,"16,631 km","₹8,50,899"
3486,Maruti,IGNIS,2019,Petrol,"13,058 km","₹5,53,499"
3487,Hyundai,Grand,2016,Petrol,"32,812 km","₹4,33,799"
3488,Maruti,Vitara,2019,Diesel,"21,250 km","₹9,00,899"
